,accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
2353,729,1,5.034622,creditcard,0.0,0
2354,823,1,5.017904,creditcard,0.0,0
2355,974,1,4.742303,creditcard,0.0,0
2356,982,1,4.52458,creditcard,616.383333333,0
2357,2000,1,4.921318,creditcard,0.0,0
2358,3,1,4.745402,creditcard,0.0,0
2359,15,1,4.886641,paypal,0.0,0
2360,1886,1,4.461622,creditcard,0.00208333333333,0
2361,129,1,4.886641,paypal,128.033333333,0
2362,2000,1,3.575983,paypal,935.945138889,0
2363,815,1,4.745402,creditcard,0.0,0
2364,67,1,4.895263,creditcard,66.7402777778,0
2365,783,1,4.921318,creditcard,0.0770833333333,0
2366,2000,1,4.921318,storecredit,0.0,0
2367,2000,1,4.836982,creditcard,0.00555555555556,0
2368,2,1,5.034622,creditcard,1.01388888889,0
2369,948,1,4.52458,creditcard,451.584722222,0
2370,2000,1,4.745402,creditcard,140.913194444,0
2371,61,1,4.836982,paypal,0.00972222222222,0
2372,518,1,5.040929,paypal,472.015972222,0
2373,1019,1,4.745402,creditcard,0.0,0
2374,2000,1,4.876771,paypal,0.0,0
2375,2000,1,4.836982,paypal,317.689583333,0
2376,7,1,4.52458,creditcard,6.91319444444,0
2377,1056,1,5.017904,paypal,984.315972222,0
2378,34,1,5.040929,creditcard,33.3125,0
2379,45,1,4.505662,paypal,0.0,0
2380,2000,1,5.017904,storecredit,5.97222222222,0
2381,28,1,4.742303,creditcard,0.0,0
2382,1197,1,4.057414,creditcard,548.119444444,0
2383,1,1,3.066058,creditcard,0.0,1
2384,1601,1,4.962055,creditcard,0.00208333333333,0
2385,58,1,4.876771,creditcard,0.811111111111,0
2386,20,1,4.057414,creditcard,0.0,0
2387,358,1,5.034622,creditcard,0.000694444444444,0
2388,4,1,5.034622,creditcard,3.97847222222,0
2389,1250,1,5.040929,creditcard,509.176388889,0
2390,586,1,5.017904,creditcard,0.0,0
2391,2000,1,4.962055,creditcard,0.0333333333333,0
2392,2000,1,4.876771,creditcard,0.0,0
2393,1520,1,5.040929,creditcard,0.0,0
2394,628,1,4.876771,creditcard,419.218055556,0
2395,2000,1,4.886641,storecredit,8.83194444444,0
2396,36,2,5.034622,creditcard,35.3819444444,0
2397,120,1,4.886641,creditcard,114.284722222,0
2398,104,1,4.921349,creditcard,103.785416667,0
2399,277,1,5.034622,creditcard,143.711805556,0
2400,985,1,4.886641,creditcard,173.119444444,0
2401,1827,1,4.921318,paypal,0.0,0
2402,914,1,4.962055,creditcard,0.122916666667,0
2403,1941,1,4.921318,creditcard,182.063194444,0
2404,456,1,5.040929,creditcard,0.0,0
2405,2000,1,4.876771,creditcard,0.0,0
2406,1941,1,4.962055,creditcard,0.0,0
2407,1129,1,5.040929,creditcard,0.0,0
2408,1220,1,4.057414,creditcard,0.0583333333333,0
2409,1233,1,5.034622,creditcard,0.0,0
2410,1154,1,4.962055,creditcard,85.2770833333,0
2411,11,6,4.745402,creditcard,10.8361111111,0
2412,788,1,4.965339,creditcard,0.0,0
2413,2000,1,3.954522,creditcard,0.0,0
2414,2000,1,4.895263,paypal,182.969444444,0
2415,2000,1,3.575983,paypal,179.698611111,0
2416,2000,1,5.034622,creditcard,485.8625,0
2417,539,1,4.962055,creditcard,0.0,0
2418,1421,1,4.886641,creditcard,0.0,0
2419,221,1,4.748314,paypal,0.0,0
2420,16,1,4.921318,creditcard,0.000694444444444,0
2421,490,1,5.017904,creditcard,0.0,0
2422,69,2,5.017904,creditcard,68.11875,0
2423,6,2,4.742303,creditcard,0.00347222222222,0
2424,7,1,4.965339,storecredit,6.24097222222,0
2425,217,1,4.921318,creditcard,0.00555555555556,0
2426,77,1,5.034622,creditcard,0.0,0
2427,992,1,5.040929,creditcard,128.1375,0
2428,570,1,4.836982,creditcard,418.579861111,0
2429,96,2,4.965339,creditcard,0.0,0
2430,144,1,4.921349,creditcard,0.0,0
2431,676,1,4.962055,creditcard,0.0,0
2432,2000,1,3.954522,creditcard,0.0,0
2433,973,1,4.836982,creditcard,0.0,0
2434,1,1,4.965339,creditcard,0.000694444444444,1
2435,1719,1,4.52458,creditcard,283.479166667,0
2436,2000,1,4.836982,creditcard,50.1604166667,0
2437,972,1,4.965339,creditcard,940.415277778,0
2438,264,1,4.742303,creditcard,0.0,0
2439,1212,1,4.748314,creditcard,0.000694444444444,0
2440,1,1,4.505662,creditcard,0.0,1
2441,2000,2,5.034622,creditcard,477.811111111,0
2442,1461,1,5.017904,creditcard,30.3895833333,0
2443,1323,1,4.748314,paypal,0.0,0
2444,2000,1,4.876771,creditcard,0.0,0
2445,878,1,5.034622,paypal,848.225,0
2446,30,1,4.965339,creditcard,0.0,0
2447,81,1,4.876771,paypal,0.788194444444,0
2448,334,1,4.921318,creditcard,333.236805556,0
2449,2000,1,4.748314,creditcard,0.0,0
2450,40,1,4.748314,creditcard,7.63680555556,0
2451,112,1,4.836982,creditcard,111.929861111,0
2452,620,1,4.836982,creditcard,618.697222222,0
2453,65,1,5.040929,creditcard,26.1590277778,0
2454,2000,1,4.886641,creditcard,0.00138888888889,0
2455,2000,1,5.017904,creditcard,274.259722222,0
2456,2000,1,5.017904,creditcard,0.0,0
2457,12,1,4.745402,creditcard,0.0,0
2458,564,2,4.745402,creditcard,0.000694444444444,0
2459,1546,1,4.886641,creditcard,1139.91805556,0
2460,2000,1,4.876771,creditcard,429.9125,0
2461,225,1,4.965339,paypal,0.000694444444444,0
2462,275,1,4.876771,creditcard,0.0680555555556,0
2463,613,1,2.94894,paypal,148.301388889,0
2464,2000,1,5.040929,paypal,0.00208333333333,0
2465,2000,1,4.745402,paypal,150.551388889,0
2466,4,1,5.034622,creditcard,3.21805555556,0
2467,2000,1,4.886641,creditcard,928.553472222,0
2468,141,1,4.921349,creditcard,0.0,0
2469,370,1,4.895263,creditcard,0.0,0
2470,1,2,5.034622,creditcard,0.000694444444444,1
2471,926,2,4.461622,paypal,420.640972222,0
2472,2000,1,4.461622,paypal,509.4,0
2473,553,1,4.505662,creditcard,530.217361111,0
2474,2000,1,4.742303,creditcard,152.588888889,0
2475,4,1,4.921318,paypal,0.0,0
2476,2000,1,5.017904,creditcard,688.224305556,0
2477,2000,1,5.040929,creditcard,0.00138888888889,0
2478,1663,1,4.505662,creditcard,0.168055555556,0
2479,2000,1,4.886641,creditcard,0.000694444444444,0
2480,676,1,4.505662,creditcard,0.0,0
2481,2000,1,4.962055,creditcard,0.0,0
2482,1,1,4.965339,creditcard,0.0,1
2483,2000,2,4.962055,creditcard,0.0,0
2484,2000,1,4.921318,paypal,0.868055555556,0
2485,2000,1,5.040929,paypal,0.0,0
2486,34,1,5.017904,creditcard,0.00555555555556,0
2487,1756,1,4.921318,creditcard,3.93888888889,0
2488,187,1,4.965339,paypal,0.0,0
2489,2000,1,4.745402,creditcard,6.82847222222,0
2490,1436,1,4.962055,creditcard,0.00138888888889,0
2491,128,1,4.461622,creditcard,0.0,0
2492,8,1,4.965339,creditcard,0.0,0
2493,4,1,4.742303,creditcard,3.01111111111,0
2494,54,1,4.886641,creditcard,0.0,0
2495,843,1,5.034622,paypal,0.975,0
2496,2000,1,4.921349,creditcard,0.0,0
2497,382,1,5.034622,creditcard,0.0,0
2498,2000,1,4.461622,storecredit,0.0,0
2499,2000,2,5.034622,creditcard,0.145833333333,0
2500,2000,1,5.034622,creditcard,242.025694444,0
2501,69,1,4.742303,creditcard,0.0,0
2502,12,1,4.921318,paypal,0.0,0
2503,51,1,4.748314,paypal,0.0,0
2504,511,1,4.742303,paypal,199.488194444,0
2505,1168,1,4.921318,creditcard,16.9701388889,0
2506,1816,1,5.040929,creditcard,0.969444444444,0
2507,1761,1,4.886641,creditcard,3.07847222222,0
2508,1589,1,5.040929,paypal,0.000694444444444,0
2509,298,1,4.962055,creditcard,123.586111111,0
2510,75,1,4.461622,creditcard,74.50625,0
2511,162,1,2.94894,creditcard,161.636805556,0
2512,1279,1,4.921318,paypal,1277.95208333,0
2513,155,1,4.921349,creditcard,154.695833333,0
2514,30,2,4.745402,creditcard,0.0,0
2515,2000,1,4.745402,creditcard,350.720138889,0
2516,13,1,4.745402,creditcard,0.00138888888889,0
2517,2000,1,5.034622,creditcard,0.0,0
2518,184,1,5.034622,creditcard,183.272916667,0
2519,254,1,4.745402,creditcard,4.79305555556,0
2520,42,1,4.895263,creditcard,1.82083333333,0
2521,2000,1,4.921349,creditcard,0.00208333333333,0
2522,2000,1,4.057414,creditcard,131.988194444,0
2523,59,1,5.017904,creditcard,0.0,0
2524,1035,1,4.52458,creditcard,0.00625,0
2525,197,6,4.876771,paypal,132.093055556,0
2526,579,1,4.895263,paypal,34.7215277778,0
2527,73,2,5.040929,creditcard,0.0,0
2528,49,1,4.965339,paypal,3.79375,0
2529,3,1,4.921318,paypal,0.0,0
2530,3,1,5.034622,creditcard,0.878472222222,0
2531,2000,1,4.836982,creditcard,0.722916666667,0
2532,4,1,4.921318,paypal,0.333333333333,0
2533,425,1,4.836982,creditcard,250.8875,0
2534,1222,1,5.034622,storecredit,90.8277777778,0
2535,48,1,4.921349,creditcard,0.0,0
2536,513,1,5.017904,creditcard,0.0,0
2537,1,1,4.876771,creditcard,0.0,1
2538,97,1,4.52458,creditcard,96.3729166667,0
2539,3,1,4.965339,storecredit,0.0,0
2540,1264,1,4.52458,paypal,0.00902777777778,0
2541,13,1,5.034622,creditcard,12.9555555556,0
2542,1109,1,5.017904,creditcard,0.0416666666667,0
2543,2000,1,5.034622,creditcard,86.7972222222,0
2544,116,1,4.748314,creditcard,115.948611111,0
2545,95,2,4.742303,creditcard,0.000694444444444,0
2546,267,2,4.742303,creditcard,117.756944444,0
2547,806,1,4.921318,creditcard,0.00347222222222,0
2548,5,1,4.836982,paypal,0.0229166666667,0
2549,2000,1,4.886641,creditcard,1009.97569444,0
2550,881,1,4.921318,creditcard,117.438194444,0
2551,2000,1,4.921318,creditcard,38.2604166667,0
2552,1598,1,4.745402,creditcard,336.490972222,0
2553,7,1,4.057414,creditcard,0.0,0
2554,2000,1,3.066058,creditcard,20.2298611111,0
2555,1982,1,4.748314,creditcard,0.161805555556,0
2556,33,1,4.057414,paypal,32.3743055556,0
2557,15,1,4.876771,creditcard,14.2048611111,0
2558,24,1,4.921349,storecredit,23.1770833333,0
2559,4,1,4.886641,creditcard,3.90069444444,0
2560,28,1,4.876771,paypal,0.00555555555556,0
2561,768,1,5.017904,creditcard,0.155555555556,0
2562,2000,1,4.965339,creditcard,0.0145833333333,0
2563,2000,1,4.962055,paypal,0.158333333333,0
2564,152,1,4.748314,creditcard,0.0,0
2565,1239,1,4.057414,storecredit,276.052083333,0
2566,1719,1,4.52458,creditcard,283.472916667,0
2567,18,1,4.52458,creditcard,17.3763888889,0
2568,179,1,5.034622,creditcard,0.0,0
2569,898,1,4.962055,creditcard,0.0,0
2570,775,1,5.034622,creditcard,0.0,0
2571,2000,1,2.596228,creditcard,0.0,0
2572,1615,1,4.921349,creditcard,556.834722222,0
2573,2000,1,4.748314,paypal,533.858333333,0
2574,30,1,4.742303,creditcard,0.0,0
2575,3,1,4.895263,paypal,0.0,0
2576,32,1,5.034622,paypal,0.0,0
2577,130,1,3.483951,paypal,129.450694444,0
2578,2,2,4.836982,creditcard,1.04027777778,0
2579,1327,1,4.895263,paypal,422.534027778,0
2580,565,1,4.895263,creditcard,0.000694444444444,0
2581,1536,1,4.876771,creditcard,0.0,0
2582,2000,1,5.040929,creditcard,10.51875,0
2583,1696,1,4.742303,paypal,0.0,0
2584,2,1,4.461622,creditcard,0.0,0
2585,33,1,4.921318,creditcard,0.0,0
2586,1662,1,4.745402,creditcard,795.797222222,0
2587,2000,1,4.962055,creditcard,2.23611111111,0
2588,1495,1,4.921318,creditcard,0.0,0
2589,29,1,4.52458,creditcard,28.8972222222,0
2590,304,1,5.040929,creditcard,81.1902777778,0
2591,25,1,4.876771,paypal,24.2326388889,0
2592,212,1,4.745402,creditcard,211.05,0
2593,1842,1,4.886641,creditcard,0.0,0
2594,180,1,4.921318,creditcard,80.9027777778,0
2595,23,1,5.017904,storecredit,0.0,0
2596,1631,1,4.52458,creditcard,258.845833333,0
2597,3,1,4.461622,storecredit,1.99166666667,0
2598,144,1,4.745402,paypal,0.0,0
2599,2000,1,4.895263,creditcard,0.00416666666667,0
2600,2000,1,4.895263,paypal,0.0125,0
2601,1930,1,5.017904,creditcard,0.0,0
2602,3,2,4.52458,creditcard,0.0,0
2603,2000,1,4.965339,creditcard,667.075,0
2604,166,1,4.965339,creditcard,0.000694444444444,0
2605,43,1,4.921318,creditcard,41.9888888889,0
2606,1337,1,3.954522,creditcard,335.938194444,0
2607,6,1,4.895263,paypal,0.00277777777778,0
2608,1536,1,4.965339,creditcard,0.0298611111111,0
2609,1047,1,4.057414,creditcard,0.0,0
2610,292,1,4.52458,storecredit,0.0,0
2611,553,1,3.483951,creditcard,0.0,0
2612,2000,1,4.965339,creditcard,0.0,0
2613,289,1,4.745402,creditcard,0.0,0
2614,2000,1,4.748314,creditcard,0.000694444444444,0
2615,594,1,4.836982,creditcard,0.0,0
2616,887,1,4.742303,creditcard,508.545833333,0
2617,2000,1,4.836982,creditcard,70.7888888889,0
2618,955,1,4.921318,creditcard,0.000694444444444,0
2619,2000,1,4.745402,creditcard,518.897222222,0
2620,2000,1,4.876771,creditcard,0.000694444444444,0
2621,1,1,4.895263,creditcard,0.0,1
2622,351,1,4.836982,creditcard,0.0,0
2623,309,1,4.921318,paypal,0.0159722222222,0
2624,2000,1,4.895263,creditcard,427.966666667,0
2625,2000,1,4.742303,paypal,87.3652777778,0
2626,173,2,4.895263,creditcard,172.669444444,0
2627,1460,1,4.461622,creditcard,0.0,0
2628,2000,1,4.921349,creditcard,0.00416666666667,0
2629,220,1,4.965339,creditcard,219.941666667,0
2630,22,1,5.034622,paypal,21.8513888889,0
2631,2000,1,5.034622,paypal,6.20763888889,0
2632,1957,1,4.505662,creditcard,91.1777777778,0
2633,57,1,5.034622,creditcard,56.2958333333,0
2634,856,1,4.921318,creditcard,0.0222222222222,0
2635,1636,1,4.921349,creditcard,0.0,0
2636,41,1,5.040929,creditcard,0.669444444444,0
2637,532,1,5.017904,storecredit,505.273611111,0
2638,363,1,4.895263,creditcard,28.6104166667,0
2639,721,1,4.962055,paypal,720.845138889,0
2640,1950,1,4.836982,paypal,30.6,0
2641,4,1,4.748314,creditcard,3.97847222222,0
2642,613,1,5.040929,creditcard,88.3527777778,0
2643,133,1,4.505662,creditcard,0.0,0
2644,94,1,4.895263,creditcard,0.0,0
2645,42,1,4.965339,creditcard,0.0,0
2646,71,1,4.461622,creditcard,1.40138888889,0
2647,121,1,4.876771,creditcard,0.0,0
2648,211,1,4.962055,creditcard,210.590972222,0
2649,10,1,4.52458,creditcard,9.65902777778,0
2650,144,1,4.52458,paypal,143.621527778,0
2651,1995,1,4.745402,creditcard,197.748611111,0
2652,2000,1,4.748314,creditcard,1700.11458333,0
2653,71,1,4.505662,creditcard,0.0,0
2654,260,1,4.965339,creditcard,0.000694444444444,0
2655,137,1,4.836982,creditcard,0.0,0
2656,2000,1,4.505662,paypal,150.380555556,0
2657,35,1,5.017904,creditcard,34.3083333333,0
2658,2000,1,5.040929,creditcard,250.746527778,0
2659,2000,1,3.066058,creditcard,1529.36805556,0
2660,23,1,4.876771,creditcard,0.0,0
2661,512,1,4.748314,creditcard,194.691666667,0
2662,4,1,4.921349,creditcard,0.00208333333333,0
2663,2,1,4.505662,creditcard,1.31041666667,0
2664,131,1,4.965339,paypal,0.0,0
2665,175,1,5.017904,creditcard,0.0,0
2666,1982,1,4.895263,creditcard,622.540972222,0
2667,22,1,4.748314,creditcard,0.0,0
2668,11,1,4.962055,creditcard,0.0,0
2669,2000,1,4.962055,creditcard,310.30625,0
2670,1067,1,4.52458,storecredit,0.000694444444444,0
2671,986,1,5.017904,creditcard,974.355555556,0
2672,1617,1,4.962055,creditcard,12.1638888889,0
2673,29,1,5.017904,paypal,0.0166666666667,0
2674,1725,1,5.017904,creditcard,98.0256944444,0
2675,221,1,4.895263,creditcard,0.00625,0
2676,3,1,4.921318,creditcard,1.94305555556,0
2677,20,1,4.886641,creditcard,0.000694444444444,0
2678,27,1,5.017904,paypal,26.2326388889,0
2679,755,1,4.921318,creditcard,527.099305556,0
2680,584,1,5.034622,creditcard,583.227777778,0
2681,100,1,4.742303,creditcard,56.4451388889,0
2682,22,1,4.745402,creditcard,21.0520833333,0
2683,2000,1,5.040929,creditcard,0.00486111111111,0
2684,144,1,4.52458,creditcard,143.954166667,0
2685,2000,1,4.876771,paypal,224.08125,0
2686,651,1,4.886641,creditcard,248.447222222,0
2687,64,1,4.965339,creditcard,63.06875,0
2688,43,1,5.034622,paypal,42.4361111111,0
2689,571,1,4.886641,creditcard,570.744444444,0
2690,2000,1,4.742303,creditcard,0.0,0
2691,9,1,4.748314,creditcard,0.0,0
2692,247,5,4.886641,creditcard,245.813888889,0
2693,814,1,5.040929,creditcard,0.00277777777778,0
2694,1658,1,4.748314,creditcard,5.71944444444,0
2695,112,1,4.836982,creditcard,111.078472222,0
2696,2000,1,4.745402,paypal,0.00555555555556,0
2697,25,1,4.886641,storecredit,0.00138888888889,0
2698,2000,1,4.748314,creditcard,417.766666667,0
2699,1501,1,4.886641,creditcard,0.0,0
2700,173,1,4.748314,creditcard,0.0,0
2701,2000,1,4.748314,paypal,1447.82361111,0
2702,2,1,3.066058,paypal,0.0,0
2703,64,1,4.962055,creditcard,63.7395833333,0
2704,197,1,2.94894,creditcard,196.501388889,0
2705,1019,1,5.040929,paypal,137.055555556,0
2706,114,1,4.52458,creditcard,113.259027778,0
2707,118,1,4.886641,creditcard,117.751388889,0
2708,2000,1,4.876771,creditcard,115.86875,0
2709,1682,1,4.057414,creditcard,978.28125,0
2710,230,1,5.017904,creditcard,0.00138888888889,0
2711,1332,1,5.034622,creditcard,0.000694444444444,0
2712,197,1,4.836982,creditcard,0.0,0
2713,174,1,4.886641,creditcard,173.951388889,0
2714,478,1,4.921349,creditcard,477.015972222,0
2715,2000,1,4.886641,storecredit,240.49375,0
2716,128,1,4.748314,paypal,0.0,0
2717,1319,1,4.057414,creditcard,0.00208333333333,0
2718,5,1,5.017904,creditcard,0.0,0
2719,29,1,3.483951,creditcard,0.0,0
2720,297,1,4.748314,creditcard,0.0,0
2721,2000,1,4.965339,creditcard,642.128472222,0
2722,2000,1,4.52458,creditcard,0.0208333333333,0
2723,152,1,5.017904,paypal,0.00138888888889,0
2724,2000,1,4.748314,creditcard,64.3354166667,0
2725,2000,1,4.965339,creditcard,318.118055556,0
2726,436,1,5.040929,creditcard,0.0,0
2727,2000,1,4.962055,creditcard,0.00416666666667,0
2728,6,1,4.742303,storecredit,5.03541666667,0
2729,2000,1,4.745402,creditcard,0.0,0
2730,2000,1,4.461622,creditcard,24.0243055556,0
2731,5,2,4.748314,creditcard,0.000694444444444,0
2732,866,1,4.962055,creditcard,0.00208333333333,0
2733,546,1,4.742303,creditcard,313.96875,0
2734,2000,1,4.962055,paypal,998.074305556,0
2735,7,1,4.921318,creditcard,6.13819444444,0
2736,2,1,4.742303,creditcard,1.84027777778,0
2737,2000,1,5.040929,creditcard,0.0,0
2738,1294,1,4.505662,paypal,0.908333333333,0
2739,2000,1,4.895263,creditcard,0.0,0
2740,2,1,5.017904,creditcard,1.14513888889,0
2741,8,1,4.748314,paypal,7.725,0
2742,308,1,4.52458,storecredit,0.0,0
2743,451,1,4.505662,creditcard,279.989583333,0
2744,40,1,5.017904,paypal,39.9347222222,0
2745,174,1,5.017904,creditcard,4.03402777778,0
2746,579,1,4.895263,creditcard,20.9333333333,0
2747,1710,1,5.017904,creditcard,551.054861111,0
2748,2000,1,4.886641,creditcard,0.00138888888889,0
2749,675,1,4.921349,paypal,146.907638889,0
2750,1972,1,4.921349,creditcard,522.0,0
2751,1949,5,4.52458,creditcard,559.206944444,0
2752,3,1,5.034622,creditcard,0.000694444444444,0
2753,2000,1,4.895263,creditcard,0.0222222222222,0
2754,1191,1,5.040929,creditcard,0.0,0
2755,635,1,5.034622,creditcard,0.0,0
2756,1657,1,3.066058,creditcard,170.802777778,0
2757,804,1,4.52458,creditcard,185.940972222,0
2758,2000,1,4.962055,storecredit,11.1354166667,0
2759,217,1,4.836982,paypal,0.0,0
2760,1976,1,4.921318,paypal,0.0,0
2761,1609,1,4.836982,creditcard,0.000694444444444,0
2762,843,1,4.962055,creditcard,0.0361111111111,0
2763,312,2,4.748314,paypal,302.963194444,0
2764,558,1,4.505662,storecredit,0.0,0
2765,2,1,4.505662,creditcard,0.0,0
2766,56,1,5.040929,creditcard,0.0,0
2767,1737,1,4.057414,paypal,1.81527777778,0
2768,38,2,4.962055,paypal,0.733333333333,0
2769,654,1,4.962055,paypal,0.0,0
2770,2000,1,3.066058,paypal,0.177777777778,0
2771,93,1,5.034622,creditcard,0.0,0
2772,13,1,5.040929,paypal,0.0,0
2773,76,1,3.954522,creditcard,75.63125,0
2774,1396,1,4.921318,creditcard,0.0,0
2775,200,1,3.575983,creditcard,162.523611111,0
2776,7,1,5.034622,paypal,0.0,0
2777,2000,1,4.745402,creditcard,0.00277777777778,0
2778,1076,1,4.742303,creditcard,136.826388889,0
2779,2000,1,5.034622,creditcard,128.682638889,0
2780,1858,1,4.921349,creditcard,0.0,0
2781,2000,1,5.017904,creditcard,0.00138888888889,0
2782,28,1,4.886641,creditcard,0.0,0
2783,1835,1,5.017904,creditcard,0.000694444444444,0
2784,50,1,4.965339,creditcard,0.000694444444444,0
2785,1050,1,4.962055,paypal,184.116666667,0
2786,13,1,4.886641,creditcard,0.0,0
2787,819,2,4.52458,creditcard,23.4993055556,0
2788,1977,1,4.921349,paypal,82.8048611111,0
2789,582,2,4.962055,paypal,0.00277777777778,0
2790,96,1,4.886641,creditcard,0.0,0
2791,72,2,4.886641,creditcard,71.7979166667,0
2792,9,1,4.965339,creditcard,0.0,0
2793,1916,1,4.895263,creditcard,1817.57430556,0
2794,248,1,4.505662,creditcard,247.213888889,0
2795,664,2,4.886641,creditcard,0.0,0
2796,2000,1,4.921318,creditcard,264.745138889,0
2797,1694,1,4.505662,paypal,315.271527778,0
2798,5,1,4.836982,creditcard,4.68958333333,0
2799,1521,1,4.962055,paypal,0.668055555556,0
2800,676,1,4.742303,creditcard,0.0,0
2801,821,1,4.876771,creditcard,0.0,0
2802,1486,1,4.461622,storecredit,0.0,0
2803,2000,1,3.954522,creditcard,0.0,0
2804,1320,1,3.954522,creditcard,0.0,0
2805,1545,1,4.52458,paypal,0.0,0
2806,2000,1,4.921318,creditcard,0.00277777777778,0
2807,1196,1,4.886641,creditcard,0.0,0
2808,33,1,4.52458,creditcard,32.8097222222,0
2809,361,1,5.040929,creditcard,0.0,0
2810,364,1,4.745402,paypal,363.328472222,0
2811,3,1,3.575983,creditcard,2.21319444444,0
2812,1,1,3.483951,creditcard,0.00208333333333,1
2813,2000,1,4.745402,creditcard,0.0,0
2814,7,1,4.836982,creditcard,6.92847222222,0
2815,2000,1,4.742303,creditcard,0.00138888888889,0
2816,2000,1,4.921349,creditcard,720.668055556,0
2817,1183,1,4.965339,paypal,0.0,0
2818,2000,1,4.921318,creditcard,255.18125,0
2819,1949,1,4.876771,paypal,1948.98958333,0
2820,237,1,5.034622,creditcard,0.0,0
2821,1549,1,4.745402,creditcard,33.6159722222,0
2822,3,1,5.040929,creditcard,0.00486111111111,0
2823,35,1,5.040929,paypal,10.03125,0
2824,498,1,5.040929,creditcard,0.0,0
2825,2000,1,5.034622,creditcard,103.152777778,0
2826,374,1,4.921318,creditcard,0.0208333333333,0
2827,2000,1,5.034622,creditcard,0.0,0
2828,2000,1,4.505662,paypal,84.0284722222,0
2829,46,1,4.876771,paypal,45.3423611111,0
2830,1090,1,4.505662,paypal,0.0,0
2831,100,1,4.921318,creditcard,0.0,0
2832,1,1,4.962055,creditcard,0.0,1
2833,2000,1,4.52458,creditcard,436.647916667,0
2834,2000,1,5.034622,creditcard,0.0,0
2835,151,1,4.745402,creditcard,0.0,0
2836,866,1,4.748314,creditcard,0.0,0
2837,2000,1,4.742303,creditcard,87.3479166667,0
2838,2000,1,4.745402,paypal,612.440277778,0
2839,1949,1,5.034622,creditcard,1079.40902778,0
2840,151,1,4.876771,paypal,0.0,0
2841,2000,1,5.017904,paypal,0.0,0
2842,183,1,4.742303,creditcard,0.315277777778,0
2843,16,1,4.505662,paypal,0.0,0
2844,2000,1,4.057414,creditcard,0.0,0
2845,18,1,5.034622,creditcard,17.2208333333,0
2846,612,1,4.742303,creditcard,118.341666667,0
2847,772,1,4.921318,creditcard,0.0,0
2848,1519,1,5.017904,paypal,860.103472222,0
2849,64,1,4.876771,creditcard,0.000694444444444,0
2850,546,1,5.040929,creditcard,0.0,0
2851,1749,1,4.886641,creditcard,0.0,0
2852,2000,1,5.034622,paypal,639.253472222,0
2853,526,1,4.895263,storecredit,0.00625,0
2854,887,1,4.965339,creditcard,27.15,0
2855,2000,1,5.017904,creditcard,279.526388889,0
2856,1,1,2.596228,paypal,0.00277777777778,1
2857,2000,1,4.965339,creditcard,0.0,0
2858,146,1,5.034622,paypal,0.0,0
2859,2,1,4.921318,paypal,1.47708333333,0
2860,3,1,4.962055,paypal,2.06319444444,0
2861,14,1,4.965339,creditcard,13.075,0
2862,1292,1,4.895263,creditcard,50.7180555556,0
2863,1282,1,4.748314,storecredit,558.652777778,0
2864,34,1,4.461622,creditcard,0.0,0
2865,1210,1,5.040929,creditcard,15.9979166667,0
2866,2000,1,4.895263,creditcard,182.952777778,0
2867,2000,1,4.742303,creditcard,527.645833333,0
2868,283,1,4.921349,creditcard,0.0,0
2869,1350,1,4.921349,creditcard,908.991666667,0
2870,2000,1,4.057414,creditcard,846.234027778,0
2871,509,1,4.748314,paypal,0.0,0
2872,40,1,4.742303,paypal,34.8923611111,0
2873,81,1,5.040929,creditcard,0.0,0
2874,2000,1,3.954522,creditcard,27.5236111111,0
2875,90,1,4.962055,creditcard,0.00902777777778,0
2876,6,1,5.040929,creditcard,5.13958333333,0
2877,4,2,5.017904,creditcard,3.24652777778,0
2878,2000,1,4.876771,creditcard,1280.96805556,0
2879,1795,1,4.745402,paypal,0.0,0
2880,2,1,5.017904,creditcard,1.04930555556,0
2881,2000,1,5.017904,creditcard,0.03125,0
2882,31,1,4.965339,paypal,11.3451388889,0
2883,1150,1,4.52458,paypal,0.0159722222222,0
2884,8,1,4.895263,creditcard,0.0,0
2885,312,1,4.876771,creditcard,0.0756944444444,0
2886,1865,1,4.742303,creditcard,588.734722222,0
2887,1606,1,4.836982,creditcard,610.657638889,0
2888,178,1,4.745402,paypal,0.0,0
2889,4,1,4.962055,creditcard,0.0138888888889,0
2890,3,1,4.742303,creditcard,0.00416666666667,0
2891,2,1,2.94894,creditcard,1.18541666667,0
2892,27,1,4.748314,storecredit,0.0,0
2893,548,1,3.575983,creditcard,392.347222222,0
2894,399,1,4.505662,creditcard,0.0,0
2895,2000,1,4.921318,paypal,0.00208333333333,0
2896,976,1,4.057414,paypal,376.433333333,0
2897,1453,1,4.748314,paypal,0.0,0
2898,990,1,4.921318,creditcard,0.00694444444444,0
2899,80,1,4.52458,creditcard,79.6729166667,0
2900,1231,2,5.017904,creditcard,0.00347222222222,0
2901,1278,1,5.017904,paypal,0.0,0
2902,3,1,4.921318,creditcard,2.85,0
2903,30,1,4.836982,creditcard,0.000694444444444,0
2904,2000,1,4.057414,paypal,907.505555556,0
2905,2000,1,5.017904,creditcard,0.0,0
2906,1372,1,4.505662,creditcard,0.00277777777778,0
2907,81,1,4.52458,creditcard,80.6361111111,0
2908,1540,1,4.886641,paypal,2.8625,0
2909,1591,1,4.836982,creditcard,0.0,0
2910,54,1,4.748314,paypal,53.1409722222,0
